mode,transform_seconds,summary_seconds,monthly_seconds,top_causes_seconds,cache_materialize_seconds
naive,3.8618289580044802,0.7066219580010511,1.277477000010549,0.6646789579972392,
optimized,2.2537939159956295,0.2844647919991985,0.31644504200085066,0.33349637500941753,2.2241883340029744
